2025-02-06 00:43:17,814 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_setup.py:_flush():68] Current SDK version is 0.19.1
2025-02-06 00:43:17,815 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_setup.py:_flush():68] Configure stats pid to 77067
2025-02-06 00:43:17,815 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_setup.py:_flush():68] Loading settings from /Users/manjilnepal/.config/wandb/settings
2025-02-06 00:43:17,815 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_setup.py:_flush():68] Loading settings from /Users/manjilnepal/Desktop/Documents/My Codes/Machine-Learning/PyTorch/Flower/scratch-app/wandb/settings
2025-02-06 00:43:17,815 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_setup.py:_flush():68] Loading settings from environment variables
2025-02-06 00:43:17,815 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_init.py:_log_setup():528] Logging user logs to /Users/manjilnepal/Desktop/Documents/My Codes/Machine-Learning/PyTorch/Flower/scratch-app/wandb/run-20250206_004317-5hlimit9/logs/debug.log
2025-02-06 00:43:17,815 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_init.py:_log_setup():529] Logging internal logs to /Users/manjilnepal/Desktop/Documents/My Codes/Machine-Learning/PyTorch/Flower/scratch-app/wandb/run-20250206_004317-5hlimit9/logs/debug-internal.log
2025-02-06 00:43:17,815 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_init.py:init():644] calling init triggers
2025-02-06 00:43:17,815 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_init.py:init():650] wandb.init called with sweep_config: {}
config: {}
2025-02-06 00:43:17,815 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_init.py:init():680] starting backend
2025-02-06 00:43:17,815 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_init.py:init():684] sending inform_init request
2025-02-06 00:43:17,831 INFO    Thread-1 (server_th_with_start_checks):77067 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2025-02-06 00:43:17,832 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_init.py:init():697] backend started and connected
2025-02-06 00:43:17,836 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_init.py:init():790] updated telemetry
2025-02-06 00:43:17,849 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_init.py:init():822] communicating run to backend with 90.0 second timeout
2025-02-06 00:43:18,384 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_init.py:init():874] starting run threads in backend
2025-02-06 00:43:18,474 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_run.py:_console_start():2374] atexit reg
2025-02-06 00:43:18,474 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_run.py:_redirect():2224] redirect: wrap_raw
2025-02-06 00:43:18,474 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_run.py:_redirect():2289] Wrapping output streams.
2025-02-06 00:43:18,474 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_run.py:_redirect():2314] Redirects installed.
2025-02-06 00:43:18,476 INFO    Thread-1 (server_th_with_start_checks):77067 [wandb_init.py:init():916] run started, returning control to user process
2025-02-06 00:44:20,217 WARNING MsgRouterThr:77067 [router.py:message_loop():75] message_loop has been closed
